,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
10,Hôtel Londres et New York,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.8753245,2.32637550000004,15 place du Havre,75008,+33 1 43 87 35 10,contact@hotel-lny.com,https://www.hotel-lny.com/,Paris,L'hôtel Londres et New York est situé face à la gare Saint-Lazare et près du Palais Garnier. De nombreux restaurants et salles de spectacle sont accessibles à quelques minutes de marche. Les chambres sont insonorisées et dotées d'un coffre-fort et d'un bureau. Elles offrent toutes une décoration classique et personnalisée. Certaines sont agrémentées de poutres apparentes. Le petit déjeuner est servi dans une salle lumineuse du premier étage.
11,Huttopia Versailles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.79425879999999,2.160828100000004,31 rue Berthelot,78000,+33 1 39 51 23 61,versailles@huttopia.com,https://europe.huttopia.com/site/camping-versailles/?utm_medium=annuaire&utm_source=ParisinfoFR,Versailles,"Le camping Huttopia Versailles est situé dans la forêt, à 2,5 kilomètres du château de Versailles. Il dispose de cabanes et de tentes en toile et bois. Les châlets, plus spacieux, sont équipés d'une cuisine, de deux chambres, d'une douche et d'une belle terrasse. Le camping abrite une piscine couverte, un bar, une pizzeria, un espace laverie et des sanitaires communs. Une épicerie se situe à 150 mètres à pied. Il est possible de louer des frigos et des barbecues."
12,Huttopia Versailles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.794273,2.160957,31 rue Berthelot,78000,+33 1 39 51 23 61,versailles@huttopia.com,http://www.huttopia.com/,Versailles,Le camping Huttopia vous permettra de visiter en famille la ville historique de Versailles et son château.
13,Huttopia Rambouillet,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6344533,1.835689499999944,Route du Château d'Eau,78120,+33 1 30 41 07 34,rambouillet@huttopia.com,https://europe.huttopia.com/site/camping-rambouillet/?utm_medium=annuaire&utm_source=ParisinfoFR,Rambouillet,"Le camping Huttopia Rambouillet est installé en plein cœur de la forêt de Rambouillet, sur un terrain de douze hectares. Il propose la location de cabanes, de roulottes, de tentes ou simplement d'emplacements. Les sanitaires sont communs. Il abrite une piscine naturelle entourée d'une terrasse en bois, une épicerie et un restaurant simple. La location de vélos s'effectue auprès de la réception. Une aire de jeux, des tables de ping-pong , un terrain de volley-ball sont également à disposition."
14,Ibis Paris CDG Airport,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,49.01120384137488,2.5610667090587023,3 rue de Bruxelles,93290,+33 1 49 19 19 70,,https://all.accor.com/hotel/1404/index.fr.shtml,Tremblay-en-France,"Situé à proximité du terminal 3, l'hôtel Ibis Paris CDG Airport est un hôtel moderne, au style décontracté. Les chambres peuvent recevoir jusqu'à cinq personnes, et sont climatisées. L'établissement possède un restaurant de cuisine italienne, et un autre de cuisine française, sous forme de buffet traditionnel et de grill. Les deux restaurants bénéficient d'une vaste terrasse aménagée. Les salles de réunion peuvent accueillir 200 personnes. Le parking est payant."
15,Hôtel Parc Saint-Séverin,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.8517257,2.344805299999962,22 rue de la Parcheminerie,75005,+33 1 43 54 32 17,hpss@espritfrance.com,https://www.paris-hotel-parcsaintseverin.com/,Paris,"L'hôtel Parc Saint-Séverin est situé en plein cœur du Quartier latin, à proximité de la cathédrale Notre-Dame de Paris. Toutes les chambres sont climatisées, et sont dotées d'un minibar et d'un bureau. Leur décoration est élégante et agrémentée d'un mobilier d'époque. Les chambres de catégorie supérieure bénéficient d'une terrasse avec une vue sur les toits de Paris. Le petit déjeuner est copieux et varié. De nombreux cafés et restaurants sont installés près de l'hôtel."
16,Auberge de jeunesse MIJE Fauconnier,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#YouthHostelAndInternationalCenter|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hostel,48.8539006,2.359729000000016,11 rue du Fauconnier,75004,+33 1 42 74 23 45,info@mije.com,https://hostel.mije.com/fr/,Paris,"La MIJE Fauconnier est une auberge de jeunesse installée au cœur du Marais, dans un bâtiment du XVIIe siècle, près de l’Hôtel de Ville et de la Cathédrale Notre-Dame de Paris. Elle compte plus d’une centaine de lits en chambres privées ou en dortoirs. Elle accueille des groupes et des individuels du monde entier. Les dortoirs, non mixtes, bénéficient d’une salle de bains commune. Les résidents ont un accès à un restaurant voisin partenaire."
17,Campanile Melun Sud Dammarie-les-Lys,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.5152103,2.62575860000004,346 avenue Bernard de Poret,77190,+33 1 64 37 51 51,melun.dammarieleslys@campanile.fr,http://campanile-melun-sud-dammarie-les-lys.fr/,Dammarie-les-Lys,"Situé près de la ville de Melun, à la lisière de la forêt de Fontainebleau, cet hôtel Campanile est à trois kilomètres du RER D. Ses chambres sont simples, équipées d’un bureau et d’une cafetière. Certaines disposent de lits superposés. L’établissement possède un restaurant ouvert pour le déjeuner et le dîner. A 13 kilomètres, la visite du château de Vaux-le-Vicomte s’impose. Celui-ci fût construit au XVIIe siècle pour Nicolas Fouquet, surintendant des finances de Louis XIV."
18,Amiral Hôtel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.82532920000001,2.357274299999972,98 avenue d'Italie,75013,+33 1 45 65 12 51,contact@amiralhotel.com,https://www.amiralhotel.com/,Paris,"L’Amiral Hôtel est installé dans un immeuble moderne de l’avenue d’Italie, à deux pas du charmant quartier de la Butte-aux-Cailles. Les chambres sont spacieuses et leur décor est sobre. Certaines disposent d’un balcon. Cet établissement offre une piscine intérieure, une salle de sport ainsi que plusieurs salles de séminaires. Le bar et le salon invitent au calme et à la détente."
19,Séjours & Affaires Atlantis - Massy,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.72586709999999,2.2645963999999594,6 rue Christophe Colomb,91300,+33 1 60 19 20 20,paris.massy@sejours-affaires.com,http://www.sejours-affaires.com/residence-hoteliere-aparthotel-massy-247.html,Massy,
20,Séjours et affaires atlantis,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.725777,2.264745,6 rue Christophe Colomb,91300,+33 1 60 19 20 20,paris.massy@sejours-affaires.com,http://www.sejours-affaires.com/residence-hoteliere-aparthotel-massy-247.html,Massy,"A deux pas de la Gare TGV et RER de Massy Palaiseau, la résidence hôtelière Séjours & Affaires Atlantis se situe au coeur de la zone d'affaires de Massy, à proximité du centre-ville, du centre omnisports, du golf et de la médiathèque."
21,Mercure Paris 9ème Pigalle Sacré-Cœur,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.8823398,2.3364764000000378,21 boulevard de Clichy,75009,+33 1 48 74 01 12,,http://www.accorhotels.com/gb/hotel-A025-mercure-paris-pigalle-sacre-coeur/index.shtml,Paris,
22,Ritz Paris,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.86765800000001,2.3287050000000136,15 place Vendôme,75001,+33 1 43 16 30 30,resa@ritzparis.com,https://www.ritzparis.com/fr-FR,Paris,
24,Les Bulles de Paris,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.84899069999999,2.3472163999999798,32 rue des Écoles,75005,+33 1 46 34 12 90,info@lesbullesdeparis.com,http://www.lesbullesdeparis.com/,Paris,
25,Timhotel Le Louvre,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.86241589999999,2.33924920000004,4 rue Croix des Petits Champs,75001,+33 1 42 60 34 86,louvre@timhotel.com,https://www.timhotel.com/fr/timhotel-le-louvre-3_8,Paris,
26,Novotel Paris Centre Tour Eiffel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.8500886,2.283287400000063,61 quai de Grenelle,75015,+33 1 40 58 20 00,-RE@accor.com,https://www.novotel-paris-toureiffel.com/fr/,Paris,
27,Welcome Hotel Paris,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.8531273,2.3369436000000405,66 rue de Seine,75006,+33 1 46 34 24 80,welcome-hotel@orange.fr,http://www.hotelwelcomeparis.com/,Paris,
28,Residhome Suites Paris Sénart,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.61977297147197,2.541940387310774,12 allée du Trait d'union,77127,+33 1 64 13 72 00,paris.senart@residhome.com,http://www.residhome.com/residence-hoteliere-aparthotel-lieusaint-243.html,Lieusaint,
29,Première Classe Meaux - Nanteuil-les-Meaux,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.93471356347617,2.880385763229356,21 avenue de la Foulée - Zone d'Activité de Nanteuil,77100,+33 892 70 71 09,meaux.nanteuil@premiereclasse.fr,http://premiere-classe-meaux-nanteuil-les-meaux.fr/,Nanteuil-lès-Meaux,
30,Villa Luxembourg - Machefert Group,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.8417373,2.3305407999999943,121 boulevard du Montparnasse,75006,+33 1 43 35 46 35,luxembourg@machefert.com,https://www.villa-luxembourg.com/,Paris,
31,La Grange aux Grains,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,48.357198,2.1534355000000005,1 rue des Vignes,91690,+33 1 64 95 67 22,,https://www.gites-de-france.com/,Fontaine-la-Rivière,
32,Le Bristol Paris,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.8716347,2.31462190000002,112 rue du Faubourg Saint-Honoré,75008,+33 1 53 43 43 00,reservation@lebristolparis.com,https://www.oetkercollection.com/hotels/le-bristol-paris/,Paris,
33,Campanile Argenteuil,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.935511,2.242455000000064,1 rue Ary Scheffer,95100,+33 1 39 61 34 34,argenteuil@campanile.fr,http://campanile-argenteuil.fr/,Argenteuil,
34,Hôtel Campanile Argenteuil,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.935061,2.241951,1 rue Ary Scheffer,95100,+33 1 39 61 34 34,argenteuil@campanile.fr,https://www.campanile.com/fr/hotels/campanile-argenteuil,Argenteuil,"Votre Hôtel Campanile à Argenteuil, ouvert 24h/24, est situé dans l’ouest parisien, dans un environnement calme et verdoyant avec un accès rapide à l'ensemble des grands sites touristiques de la région parisienne."
35,Hôtel Renaissance Paris Arc de Triomphe,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.8770347,2.297105800000054,39 avenue de Wagram,75017,+33 1 55 37 55 01,reception@renaissanceparisarc.com,http://www.marriott.com/PARWG,Paris,
36,Solis bar & restaurant,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,48.8770276,2.2971265,39 avenue de Wagram,75017,+33 1 55 37 55 37,contact@restaurantsolis.com,http://www.restaurantsolis.com/fr/,Paris,
37,Timhotel Invalides,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.85935970000001,2.310424600000033,35 boulevard Latour Maubourg,75007,+33 1 45 56 10 78,invalides@timhotel.com,https://www.timhotel.com/fr/timhotel-invalides_18,Paris,
38,Villa Alessandra - Machefert Group,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,48.8793458,2.295966300000032,9 place Boulnois,75017,+33 1 56 33 24 24,alessandra@machefert.com,https://www.villa-alessandra.com/,Paris,
